104.18.185.105,SJC,North America,San Jose,152 ms
104.16.215.49,SJC,North America,San Jose,153 ms
104.17.113.223,SJC,North America,San Jose,154 ms
104.18.173.32,SJC,North America,San Jose,154 ms
104.16.199.160,SJC,North America,San Jose,154 ms
