104.17.233.37,SJC,North America,San Jose,150 ms
104.16.178.184,SJC,North America,San Jose,151 ms
104.16.123.147,SJC,North America,San Jose,152 ms
104.19.183.188,SJC,North America,San Jose,152 ms
104.16.145.116,SJC,North America,San Jose,152 ms
